timestamp,symbol,action,price,reason,rsi,strategy
2026-02-23 12:59:31.544412+00,TSLA,BUY,0,Paper: Score-weighted consensus for TSLA: tech=1.,0,Kalshi_REST_v2
2026-02-23 12:59:33.58933+00,AMD,BUY,0,Paper: Score-weighted consensus for AMD: tech=1.0,0,Kalshi_REST_v2
2026-02-23 12:59:35.606509+00,SMCI,BUY,0,Paper: Score-weighted consensus for SMCI: tech=1.,0,Kalshi_REST_v2
2026-02-23 12:59:37.628051+00,PLTR,BUY,0,Paper: Score-weighted consensus for PLTR: tech=1.,0,Kalshi_REST_v2
2026-02-23 12:59:39.694711+00,AVGO,BUY,0,Paper: Score-weighted consensus for AVGO: tech=1.,0,Kalshi_REST_v2
2026-02-23 12:59:41.716083+00,COIN,BUY,0,Paper: Score-weighted consensus for COIN: tech=1.,0,Kalshi_REST_v2
2026-02-23 12:59:43.742528+00,MSTR,BUY,0,Paper: Score-weighted consensus for MSTR: tech=1.,0,Kalshi_REST_v2
2026-02-23 12:59:45.755068+00,MARA,BUY,0,Paper: Score-weighted consensus for MARA: tech=1.,0,Kalshi_REST_v2
2026-02-23 12:59:47.773046+00,JPM,BUY,0,Paper: Score-weighted consensus for JPM: tech=1.0,0,Kalshi_REST_v2
2026-02-23 12:59:49.794118+00,BAC,BUY,0,Paper: Score-weighted consensus for BAC: tech=1.0,0,Kalshi_REST_v2
2026-02-23 12:59:51.812035+00,GS,BUY,0,"Paper: Score-weighted consensus for GS: tech=1.0,",0,Kalshi_REST_v2
2026-02-23 12:59:53.833301+00,DIS,BUY,0,Paper: Score-weighted consensus for DIS: tech=1.0,0,Kalshi_REST_v2
2026-02-23 12:59:55.851931+00,NFLX,BUY,0,Paper: Score-weighted consensus for NFLX: tech=1.,0,Kalshi_REST_v2
2026-02-23 12:59:57.869535+00,UBER,BUY,0,Paper: Score-weighted consensus for UBER: tech=1.,0,Kalshi_REST_v2
2026-02-23 12:59:59.889012+00,BTC,BUY,0,Paper: Score-weighted consensus for BTC: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:00:01.906212+00,ETH,BUY,0,Paper: Score-weighted consensus for ETH: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:00:03.927297+00,SOL,BUY,0,Paper: Score-weighted consensus for SOL: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:00:05.946685+00,DOGE,BUY,0,Paper: Score-weighted consensus for DOGE: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:00:07.966486+00,ADA,BUY,0,Paper: Score-weighted consensus for ADA: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:00:09.987909+00,AVAX,BUY,0,Paper: Score-weighted consensus for AVAX: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:00:12.011813+00,LINK,BUY,0,Paper: Score-weighted consensus for LINK: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:01:14.084066+00,SPY,BUY,0,Paper: Score-weighted consensus for SPY: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:01:16.107302+00,QQQ,BUY,0,Paper: Score-weighted consensus for QQQ: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:01:18.12944+00,IWM,BUY,0,Paper: Score-weighted consensus for IWM: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:01:20.148608+00,AAPL,BUY,0,Paper: Score-weighted consensus for AAPL: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:01:22.16938+00,MSFT,BUY,0,Paper: Score-weighted consensus for MSFT: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:01:24.189619+00,NVDA,BUY,0,Paper: Score-weighted consensus for NVDA: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:01:26.210483+00,AMZN,BUY,0,Paper: Score-weighted consensus for AMZN: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:01:28.230169+00,META,BUY,0,Paper: Score-weighted consensus for META: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:01:30.249582+00,GOOGL,BUY,0,Paper: Score-weighted consensus for GOOGL: tech=1,0,Kalshi_REST_v2
2026-02-23 13:01:32.270199+00,TSLA,BUY,0,Paper: Score-weighted consensus for TSLA: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:01:34.288393+00,AMD,BUY,0,Paper: Score-weighted consensus for AMD: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:01:36.310004+00,SMCI,BUY,0,Paper: Score-weighted consensus for SMCI: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:01:38.329028+00,PLTR,BUY,0,Paper: Score-weighted consensus for PLTR: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:01:40.351613+00,AVGO,BUY,0,Paper: Score-weighted consensus for AVGO: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:01:42.369444+00,COIN,BUY,0,Paper: Score-weighted consensus for COIN: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:01:44.3904+00,MSTR,BUY,0,Paper: Score-weighted consensus for MSTR: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:01:46.411043+00,MARA,BUY,0,Paper: Score-weighted consensus for MARA: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:01:48.432405+00,JPM,BUY,0,Paper: Score-weighted consensus for JPM: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:01:50.455046+00,BAC,BUY,0,Paper: Score-weighted consensus for BAC: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:01:52.469892+00,GS,BUY,0,"Paper: Score-weighted consensus for GS: tech=1.0,",0,Kalshi_REST_v2
2026-02-23 13:01:54.492759+00,DIS,BUY,0,Paper: Score-weighted consensus for DIS: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:01:56.514324+00,NFLX,BUY,0,Paper: Score-weighted consensus for NFLX: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:01:58.538228+00,UBER,BUY,0,Paper: Score-weighted consensus for UBER: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:02:00.557198+00,BTC,BUY,0,Paper: Score-weighted consensus for BTC: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:02:02.578695+00,ETH,BUY,0,Paper: Score-weighted consensus for ETH: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:02:04.603004+00,SOL,BUY,0,Paper: Score-weighted consensus for SOL: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:02:06.622126+00,DOGE,BUY,0,Paper: Score-weighted consensus for DOGE: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:02:08.642114+00,ADA,BUY,0,Paper: Score-weighted consensus for ADA: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:02:10.665298+00,AVAX,BUY,0,Paper: Score-weighted consensus for AVAX: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:02:12.686025+00,LINK,BUY,0,Paper: Score-weighted consensus for LINK: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:03:14.763535+00,SPY,BUY,0,Paper: Score-weighted consensus for SPY: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:03:16.783161+00,QQQ,BUY,0,Paper: Score-weighted consensus for QQQ: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:03:18.81452+00,IWM,BUY,0,Paper: Score-weighted consensus for IWM: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:03:20.832301+00,AAPL,BUY,0,Paper: Score-weighted consensus for AAPL: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:03:22.85577+00,MSFT,BUY,0,Paper: Score-weighted consensus for MSFT: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:03:24.884107+00,NVDA,BUY,0,Paper: Score-weighted consensus for NVDA: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:03:26.909613+00,AMZN,BUY,0,Paper: Score-weighted consensus for AMZN: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:03:28.926018+00,META,BUY,0,Paper: Score-weighted consensus for META: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:03:30.94821+00,GOOGL,BUY,0,Paper: Score-weighted consensus for GOOGL: tech=1,0,Kalshi_REST_v2
2026-02-23 13:03:32.969898+00,TSLA,BUY,0,Paper: Score-weighted consensus for TSLA: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:03:34.987602+00,AMD,BUY,0,Paper: Score-weighted consensus for AMD: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:03:37.006208+00,SMCI,BUY,0,Paper: Score-weighted consensus for SMCI: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:03:39.027464+00,PLTR,BUY,0,Paper: Score-weighted consensus for PLTR: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:03:41.049308+00,AVGO,BUY,0,Paper: Score-weighted consensus for AVGO: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:03:43.069188+00,COIN,BUY,0,Paper: Score-weighted consensus for COIN: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:03:45.087848+00,MSTR,BUY,0,Paper: Score-weighted consensus for MSTR: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:03:47.106085+00,MARA,BUY,0,Paper: Score-weighted consensus for MARA: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:03:49.145124+00,JPM,BUY,0,Paper: Score-weighted consensus for JPM: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:03:51.157378+00,BAC,BUY,0,Paper: Score-weighted consensus for BAC: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:03:53.17801+00,GS,BUY,0,"Paper: Score-weighted consensus for GS: tech=1.0,",0,Kalshi_REST_v2
2026-02-23 13:03:55.201471+00,DIS,BUY,0,Paper: Score-weighted consensus for DIS: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:03:57.221085+00,NFLX,BUY,0,Paper: Score-weighted consensus for NFLX: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:03:59.24393+00,UBER,BUY,0,Paper: Score-weighted consensus for UBER: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:04:01.263352+00,BTC,BUY,0,Paper: Score-weighted consensus for BTC: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:04:03.283289+00,ETH,BUY,0,Paper: Score-weighted consensus for ETH: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:04:05.301696+00,SOL,BUY,0,Paper: Score-weighted consensus for SOL: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:04:07.329207+00,DOGE,BUY,0,Paper: Score-weighted consensus for DOGE: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:04:09.346112+00,ADA,BUY,0,Paper: Score-weighted consensus for ADA: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:04:11.364835+00,AVAX,BUY,0,Paper: Score-weighted consensus for AVAX: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:04:13.386005+00,LINK,BUY,0,Paper: Score-weighted consensus for LINK: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:05:15.462687+00,SPY,BUY,0,Paper: Score-weighted consensus for SPY: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:05:17.483141+00,QQQ,BUY,0,Paper: Score-weighted consensus for QQQ: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:05:19.501827+00,IWM,BUY,0,Paper: Score-weighted consensus for IWM: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:05:21.520907+00,AAPL,BUY,0,Paper: Score-weighted consensus for AAPL: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:05:36.286076+00,SPY,BUY,0,Paper: Score-weighted consensus for SPY: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:05:38.3197+00,QQQ,BUY,0,Paper: Score-weighted consensus for QQQ: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:05:40.355951+00,IWM,BUY,0,Paper: Score-weighted consensus for IWM: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:05:42.392223+00,AAPL,BUY,0,Paper: Score-weighted consensus for AAPL: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:05:44.420784+00,MSFT,BUY,0,Paper: Score-weighted consensus for MSFT: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:05:46.446869+00,NVDA,BUY,0,Paper: Score-weighted consensus for NVDA: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:05:48.469187+00,AMZN,BUY,0,Paper: Score-weighted consensus for AMZN: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:05:50.498429+00,META,BUY,0,Paper: Score-weighted consensus for META: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:05:52.520905+00,GOOGL,BUY,0,Paper: Score-weighted consensus for GOOGL: tech=1,0,Kalshi_REST_v2
2026-02-23 13:05:54.572929+00,TSLA,BUY,0,Paper: Score-weighted consensus for TSLA: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:05:56.591643+00,AMD,BUY,0,Paper: Score-weighted consensus for AMD: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:05:58.620807+00,SMCI,BUY,0,Paper: Score-weighted consensus for SMCI: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:06:00.649955+00,PLTR,BUY,0,Paper: Score-weighted consensus for PLTR: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:06:02.679018+00,AVGO,BUY,0,Paper: Score-weighted consensus for AVGO: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:06:04.707604+00,COIN,BUY,0,Paper: Score-weighted consensus for COIN: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:06:06.724622+00,MSTR,BUY,0,Paper: Score-weighted consensus for MSTR: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:06:08.744354+00,MARA,BUY,0,Paper: Score-weighted consensus for MARA: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:06:10.764838+00,JPM,BUY,0,Paper: Score-weighted consensus for JPM: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:06:12.784663+00,BAC,BUY,0,Paper: Score-weighted consensus for BAC: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:06:14.802939+00,GS,BUY,0,"Paper: Score-weighted consensus for GS: tech=1.0,",0,Kalshi_REST_v2
2026-02-23 13:06:16.824473+00,DIS,BUY,0,Paper: Score-weighted consensus for DIS: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:06:18.842325+00,NFLX,BUY,0,Paper: Score-weighted consensus for NFLX: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:06:20.86567+00,UBER,BUY,0,Paper: Score-weighted consensus for UBER: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:06:22.892423+00,BTC,BUY,0,Paper: Score-weighted consensus for BTC: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:06:24.908208+00,ETH,BUY,0,Paper: Score-weighted consensus for ETH: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:06:26.930782+00,SOL,BUY,0,Paper: Score-weighted consensus for SOL: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:06:28.947559+00,DOGE,BUY,0,Paper: Score-weighted consensus for DOGE: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:06:30.968608+00,ADA,BUY,0,Paper: Score-weighted consensus for ADA: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:06:32.986+00,AVAX,BUY,0,Paper: Score-weighted consensus for AVAX: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:06:35.008308+00,LINK,BUY,0,Paper: Score-weighted consensus for LINK: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:07:37.086418+00,SPY,BUY,0,Paper: Score-weighted consensus for SPY: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:07:39.112237+00,QQQ,BUY,0,Paper: Score-weighted consensus for QQQ: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:07:41.130931+00,IWM,BUY,0,Paper: Score-weighted consensus for IWM: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:07:43.150781+00,AAPL,BUY,0,Paper: Score-weighted consensus for AAPL: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:07:45.171797+00,MSFT,BUY,0,Paper: Score-weighted consensus for MSFT: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:07:47.188981+00,NVDA,BUY,0,Paper: Score-weighted consensus for NVDA: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:07:49.209915+00,AMZN,BUY,0,Paper: Score-weighted consensus for AMZN: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:07:51.229462+00,META,BUY,0,Paper: Score-weighted consensus for META: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:07:53.250671+00,GOOGL,BUY,0,Paper: Score-weighted consensus for GOOGL: tech=1,0,Kalshi_REST_v2
2026-02-23 13:07:55.275237+00,TSLA,BUY,0,Paper: Score-weighted consensus for TSLA: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:07:57.301017+00,AMD,BUY,0,Paper: Score-weighted consensus for AMD: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:07:59.318517+00,SMCI,BUY,0,Paper: Score-weighted consensus for SMCI: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:08:01.33995+00,PLTR,BUY,0,Paper: Score-weighted consensus for PLTR: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:08:03.378082+00,AVGO,BUY,0,Paper: Score-weighted consensus for AVGO: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:08:05.394831+00,COIN,BUY,0,Paper: Score-weighted consensus for COIN: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:08:07.423503+00,MSTR,BUY,0,Paper: Score-weighted consensus for MSTR: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:08:09.453873+00,MARA,BUY,0,Paper: Score-weighted consensus for MARA: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:08:11.471513+00,JPM,BUY,0,Paper: Score-weighted consensus for JPM: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:08:13.491821+00,BAC,BUY,0,Paper: Score-weighted consensus for BAC: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:08:15.510686+00,GS,BUY,0,"Paper: Score-weighted consensus for GS: tech=1.0,",0,Kalshi_REST_v2
2026-02-23 13:08:17.532135+00,DIS,BUY,0,Paper: Score-weighted consensus for DIS: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:08:19.553067+00,NFLX,BUY,0,Paper: Score-weighted consensus for NFLX: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:08:21.572533+00,UBER,BUY,0,Paper: Score-weighted consensus for UBER: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:08:23.596904+00,BTC,BUY,0,Paper: Score-weighted consensus for BTC: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:08:25.613231+00,ETH,BUY,0,Paper: Score-weighted consensus for ETH: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:08:27.639178+00,SOL,BUY,0,Paper: Score-weighted consensus for SOL: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:08:29.65786+00,DOGE,BUY,0,Paper: Score-weighted consensus for DOGE: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:08:31.678956+00,ADA,BUY,0,Paper: Score-weighted consensus for ADA: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:08:33.707932+00,AVAX,BUY,0,Paper: Score-weighted consensus for AVAX: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:08:35.722028+00,LINK,BUY,0,Paper: Score-weighted consensus for LINK: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:09:37.802264+00,SPY,BUY,0,Paper: Score-weighted consensus for SPY: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:09:39.823477+00,QQQ,BUY,0,Paper: Score-weighted consensus for QQQ: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:09:41.846832+00,IWM,BUY,0,Paper: Score-weighted consensus for IWM: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:09:43.864918+00,AAPL,BUY,0,Paper: Score-weighted consensus for AAPL: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:09:45.883225+00,MSFT,BUY,0,Paper: Score-weighted consensus for MSFT: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:09:47.907402+00,NVDA,BUY,0,Paper: Score-weighted consensus for NVDA: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:09:49.924932+00,AMZN,BUY,0,Paper: Score-weighted consensus for AMZN: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:09:51.943658+00,META,BUY,0,Paper: Score-weighted consensus for META: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:09:53.960765+00,GOOGL,BUY,0,Paper: Score-weighted consensus for GOOGL: tech=1,0,Kalshi_REST_v2
2026-02-23 13:09:55.978361+00,TSLA,BUY,0,Paper: Score-weighted consensus for TSLA: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:09:57.999872+00,AMD,BUY,0,Paper: Score-weighted consensus for AMD: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:10:00.020433+00,SMCI,BUY,0,Paper: Score-weighted consensus for SMCI: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:10:02.04284+00,PLTR,BUY,0,Paper: Score-weighted consensus for PLTR: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:10:04.068945+00,AVGO,BUY,0,Paper: Score-weighted consensus for AVGO: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:10:06.087755+00,COIN,BUY,0,Paper: Score-weighted consensus for COIN: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:10:08.109002+00,MSTR,BUY,0,Paper: Score-weighted consensus for MSTR: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:10:10.126095+00,MARA,BUY,0,Paper: Score-weighted consensus for MARA: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:10:12.146978+00,JPM,BUY,0,Paper: Score-weighted consensus for JPM: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:10:14.17143+00,BAC,BUY,0,Paper: Score-weighted consensus for BAC: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:10:16.189308+00,GS,BUY,0,"Paper: Score-weighted consensus for GS: tech=1.0,",0,Kalshi_REST_v2
2026-02-23 13:10:18.208163+00,DIS,BUY,0,Paper: Score-weighted consensus for DIS: tech=1.0,0,Kalshi_REST_v2
2026-02-23 13:10:20.230422+00,NFLX,BUY,0,Paper: Score-weighted consensus for NFLX: tech=1.,0,Kalshi_REST_v2
2026-02-23 13:10:22.249228+00,UBER,BUY,0,Paper: Score-weighted consensus for UBER: tech=1.,0,Kalshi_REST_v2
